Year,Month,Monthly Anomaly,Monthly Unc.,Annual Anomaly,Annual Unc.,Five-year Anomaly,Five-year Unc.,Ten-year Anomaly
1980,10,0.326,0.079,0.533,0.044,0.24,0.024,0.161
1980,11,0.622,0.065,0.512,0.042,0.246,0.024,0.162
1980,12,0.394,0.054,0.527,0.03,0.251,0.024,0.163
1981,1,1.218,0.078,0.526,0.035,0.251,0.023,0.167
1981,2,0.838,0.058,0.556,0.03,0.268,0.022,0.175
1981,3,0.888,0.093,0.546,0.029,0.279,0.022,0.186
1981,4,0.578,0.061,0.531,0.026,0.282,0.022,0.191
1981,5,0.194,0.098,0.495,0.029,0.289,0.022,0.196
1981,6,0.289,0.117,0.538,0.031,0.29,0.022,0.199
1981,7,0.39,0.061,0.434,0.03,0.295,0.023,0.2
1981,8,0.687,0.064,0.373,0.03,0.299,0.023,0.204
1981,9,0.145,0.115,0.264,0.026,0.303,0.023,0.204
1981,10,0.152,0.06,0.228,0.028,0.302,0.023,0.211
1981,11,0.184,0.076,0.215,0.031,0.317,0.024,0.213
1981,12,0.913,0.088,0.175,0.034,0.316,0.024,0.214
1982,1,-0.035,0.041,0.161,0.038,0.322,0.024,0.22
1982,2,0.107,0.061,0.099,0.039,0.323,0.023,0.226
1982,3,-0.415,0.065,0.085,0.035,0.32,0.023,0.222
1982,4,0.148,0.065,0.074,0.036,0.317,0.024,0.22
1982,5,0.031,0.056,0.052,0.037,0.309,0.024,0.218
1982,6,-0.191,0.103,0.037,0.036,0.286,0.024,0.218
1982,7,0.218,0.068,0.112,0.033,0.287,0.023,0.22
1982,8,-0.055,0.075,0.156,0.034,0.271,0.023,0.218
1982,9,-0.016,0.067,0.222,0.036,0.272,0.022,0.223
1982,10,0.021,0.073,0.241,0.033,0.268,0.021,0.227
1982,11,-0.081,0.184,0.273,0.031,0.262,0.021,0.223
1982,12,0.734,0.12,0.29,0.04,0.262,0.018,0.23
1983,1,0.856,0.068,0.278,0.039,0.25,0.018,0.236
1983,2,0.64,0.076,0.32,0.046,0.247,0.015,0.236
1983,3,0.376,0.079,0.376,0.055,0.241,0.015,0.238
1983,4,0.381,0.107,0.397,0.052,0.238,0.014,0.24
1983,5,0.407,0.077,0.463,0.04,0.227,0.014,0.244
1983,6,0.013,0.108,0.421,0.031,0.224,0.014,0.252
1983,7,0.073,0.088,0.379,0.029,0.216,0.013,0.255
1983,8,0.453,0.067,0.316,0.026,0.215,0.012,0.265
1983,9,0.653,0.103,0.315,0.02,0.209,0.011,0.271
1983,10,0.282,0.056,0.291,0.025,0.208,0.011,0.277
1983,11,0.7,0.035,0.314,0.028,0.21,0.011,0.276
1983,12,0.235,0.091,0.304,0.034,0.204,0.012,0.282
1984,1,0.347,0.052,0.305,0.03,0.197,0.012,0.282
1984,2,-0.111,0.05,0.275,0.026,0.188,0.011,0.289
1984,3,0.365,0.068,0.218,0.022,0.182,0.011,0.291
1984,4,0.095,0.181,0.209,0.028,0.182,0.01,0.294
1984,5,0.679,0.085,0.131,0.024,0.177,0.01,0.295
1984,6,-0.104,0.169,0.073,0.021,0.165,0.009,0.295
1984,7,0.083,0.102,0.08,0.019,0.175,0.009,0.3
1984,8,0.086,0.102,0.047,0.021,0.189,0.009,0.303
1984,9,-0.024,0.077,0.027,0.019,0.196,0.009,0.304
1984,10,0.171,0.102,0.044,0.015,0.198,0.009,0.306
1984,11,-0.239,0.076,-0.003,0.015,0.201,0.009,0.305
1984,12,-0.459,0.063,0.016,0.029,0.211,0.01,0.305
1985,1,0.438,0.045,-0.021,0.031,0.217,0.01,0.307
1985,2,-0.515,0.08,-0.012,0.032,0.219,0.01,0.307
1985,3,0.13,0.037,-0.019,0.03,0.226,0.011,0.319
1985,4,0.294,0.075,-0.02,0.039,0.233,0.012,0.321
1985,5,0.113,0.07,-0.007,0.039,0.234,0.012,0.322
1985,6,0.126,0.115,0.049,0.036,0.237,0.013,0.325
1985,7,-0.361,0.132,0.074,0.035,0.237,0.012,0.325
1985,8,0.201,0.115,0.184,0.035,0.231,0.012,0.325
1985,9,-0.107,0.096,0.215,0.033,0.235,0.012,0.324
1985,10,0.154,0.147,0.235,0.03,0.24,0.011,0.327
1985,11,-0.079,0.109,0.25,0.029,0.242,0.011,0.328
1985,12,0.206,0.103,0.235,0.024,0.253,0.012,0.332
1986,1,0.738,0.073,0.262,0.025,0.259,0.014,0.327
1986,2,0.813,0.066,0.256,0.028,0.263,0.015,0.328
1986,3,0.496,0.069,0.249,0.03,0.263,0.017,0.323
1986,4,0.542,0.056,0.248,0.035,0.272,0.018,0.326
1986,5,0.287,0.113,0.246,0.037,0.264,0.019,0.327
1986,6,-0.05,0.101,0.243,0.036,0.273,0.018,0.331
1986,7,-0.039,0.1,0.229,0.038,0.269,0.018,0.333
1986,8,0.134,0.058,0.242,0.036,0.278,0.018,0.332
1986,9,-0.198,0.086,0.199,0.033,0.28,0.018,0.336
1986,10,0.143,0.08,0.176,0.029,0.285,0.019,0.339
1986,11,-0.109,0.063,0.169,0.023,0.273,0.018,0.341
1986,12,0.179,0.073,0.212,0.02,0.275,0.019,0.337
1987,1,0.568,0.076,0.261,0.015,0.278,0.02,0.346
1987,2,0.963,0.046,0.255,0.012,0.282,0.02,0.351
1987,3,-0.016,0.048,0.307,0.018,0.288,0.022,0.359
1987,4,0.268,0.049,0.331,0.025,0.295,0.024,0.36
1987,5,0.207,0.057,0.339,0.028,0.301,0.025,0.362
1987,6,0.46,0.077,0.398,0.031,0.323,0.025,0.364
1987,7,0.546,0.061,0.425,0.03,0.327,0.024,0.361
1987,8,0.063,0.044,0.365,0.029,0.344,0.024,0.361
1987,9,0.428,0.104,0.419,0.032,0.366,0.025,0.358
1987,10,0.429,0.073,0.454,0.033,0.375,0.026,0.359
1987,11,-0.007,0.078,0.482,0.04,0.382,0.025,0.358
1987,12,0.883,0.099,0.496,0.043,0.387,0.027,0.356
1988,1,0.892,0.071,0.487,0.05,0.401,0.029,0.354
1988,2,0.244,0.053,0.539,0.054,0.402,0.031,0.354
1988,3,0.629,0.073,0.56,0.054,0.407,0.032,0.356
1988,4,0.691,0.059,0.59,0.055,0.415,0.034,0.356
1988,5,0.546,0.114,0.611,0.057,0.43,0.035,0.354
1988,6,0.628,0.123,0.601,0.052,0.44,0.035,0.354
1988,7,0.435,0.089,0.538,0.053,0.439,0.035,0.356
1988,8,0.687,0.123,0.554,0.059,0.44,0.035,0.352
1988,9,0.68,0.105,0.54,0.061,0.436,0.035,0.346
1988,10,0.793,0.105,0.515,0.066,0.443,0.034,0.347
1988,11,0.241,0.096,0.466,0.059,0.444,0.033,0.339
1988,12,0.766,0.06,0.414,0.061,0.458,0.033,0.34
1989,1,0.128,0.073,0.402,0.058,0.47,0.031,0.341
1989,2,0.438,0.081,0.371,0.057,0.476,0.031,0.339
1989,3,0.465,0.118,0.345,0.057,0.489,0.032,0.34
1989,4,0.391,0.127,0.326,0.058,0.497,0.033,0.345
1989,5,-0.038,0.048,0.318,0.054,0.504,0.034,0.342
1989,6,-0.002,0.092,0.325,0.05,0.509,0.034,0.349
1989,7,0.294,0.096,0.371,0.044,0.517,0.034,0.351
1989,8,0.312,0.1,0.376,0.041,0.512,0.034,0.351
1989,9,0.368,0.088,0.457,0.044,0.523,0.033,0.356
1989,10,0.571,0.117,0.496,0.043,0.523,0.033,0.361
1989,11,0.14,0.063,0.544,0.045,0.523,0.032,0.369
1989,12,0.857,0.072,0.58,0.045,0.517,0.032,0.377
1990,1,0.671,0.061,0.593,0.045,0.505,0.031,0.382
1990,2,0.503,0.058,0.588,0.044,0.503,0.031,0.398
1990,3,1.438,0.125,0.572,0.037,0.489,0.029,0.403
1990,4,0.861,0.119,0.579,0.034,0.485,0.028,0.406
1990,5,0.531,0.052,0.637,0.035,0.482,0.027,0.407
1990,6,0.43,0.132,0.632,0.038,0.475,0.027,0.412
1990,7,0.446,0.165,0.632,0.04,0.471,0.027,0.421
1990,8,0.259,0.092,0.664,0.041,0.477,0.028,0.426
1990,9,0.177,0.106,0.567,0.038,0.477,0.028,0.431
1990,10,0.658,0.089,0.574,0.034,0.472,0.028,0.438
1990,11,0.828,0.066,0.556,0.035,0.465,0.026,0.444
1990,12,0.797,0.058,0.589,0.034,0.456,0.026,0.447
1991,1,0.668,0.062,0.607,0.03,0.453,0.025,0.443
1991,2,0.894,0.052,0.625,0.028,0.441,0.024,0.443
1991,3,0.271,0.082,0.662,0.03,0.429,0.023,0.441
1991,4,0.951,0.111,0.655,0.029,0.423,0.023,0.439
1991,5,0.308,0.061,0.617,0.029,0.413,0.022,0.439
1991,6,0.824,0.078,0.591,0.029,0.408,0.022,0.441
1991,7,0.668,0.089,0.618,0.032,0.413,0.022,0.446
1991,8,0.47,0.092,0.602,0.034,0.4,0.022,0.451
1991,9,0.629,0.104,0.63,0.029,0.4,0.021,0.455
1991,10,0.573,0.032,0.572,0.023,0.405,0.019,0.456
1991,11,0.369,0.083,0.566,0.026,0.412,0.019,0.461
1991,12,0.479,0.07,0.508,0.021,0.423,0.019,0.466
1992,1,1.004,0.095,0.437,0.028,0.424,0.019,0.466
1992,2,0.692,0.11,0.391,0.031,0.421,0.019,0.463
1992,3,0.615,0.125,0.306,0.037,0.423,0.019,0.468
1992,4,0.256,0.086,0.272,0.033,0.427,0.019,0.47
1992,5,0.232,0.074,0.226,0.035,0.437,0.018,0.471
1992,6,0.129,0.07,0.224,0.039,0.431,0.018,0.473
1992,7,-0.188,0.095,0.198,0.037,0.436,0.017,0.47
1992,8,-0.078,0.09,0.191,0.037,0.452,0.017,0.472
1992,9,-0.398,0.081,0.191,0.039,0.439,0.017,0.474
1992,10,0.174,0.115,0.2,0.038,0.436,0.016,0.478
1992,11,-0.189,0.037,0.194,0.038,0.432,0.017,0.484
1992,12,0.456,0.174,0.19,0.038,0.436,0.019,0.484
1993,1,0.688,0.141,0.226,0.037,0.441,0.019,0.483
1993,2,0.609,0.059,0.231,0.036,0.45,0.02,0.495
1993,3,0.613,0.056,0.258,0.034,0.456,0.02,0.495
1993,4,0.367,0.075,0.279,0.04,0.46,0.021,0.498
1993,5,0.164,0.076,0.268,0.042,0.458,0.02,0.502
1993,6,0.079,0.058,0.267,0.034,0.453,0.019,0.506
1993,7,0.241,0.072,0.248,0.029,0.447,0.019,0.51
1993,8,-0.011,0.062,0.168,0.027,0.446,0.018,0.513
1993,9,-0.083,0.06,0.153,0.026,0.445,0.018,0.513
1993,10,0.432,0.064,0.182,0.026,0.436,0.018,0.512
1993,11,-0.319,0.072,0.199,0.023,0.435,0.018,0.513
1993,12,0.442,0.063,0.249,0.02,0.425,0.017,0.516
1994,1,0.463,0.063,0.259,0.02,0.422,0.018,0.523
1994,2,-0.359,0.057,0.269,0.021,0.426,0.019,0.532
1994,3,0.439,0.058,0.315,0.02,0.421,0.02,0.53
1994,4,0.709,0.052,0.347,0.016,0.416,0.019,0.531
1994,5,0.37,0.07,0.436,0.013,0.418,0.018,0.534
1994,6,0.684,0.048,0.44,0.014,0.422,0.018,0.539
1994,7,0.353,0.055,0.484,0.013,0.415,0.017,0.541
1994,8,0.118,0.059,0.637,0.013,0.413,0.017,0.542
1994,9,0.472,0.066,0.655,0.013,0.413,0.016,0.545
1994,10,0.808,0.074,0.653,0.016,0.418,0.015,0.546
1994,11,0.75,0.071,0.645,0.015,0.419,0.015,0.55
1994,12,0.495,0.056,0.645,0.014,0.428,0.016,0.551
1995,1,0.985,0.088,0.679,0.013,0.434,0.016,0.548
1995,2,1.485,0.052,0.735,0.014,0.442,0.015,0.552
1995,3,0.655,0.034,0.74,0.014,0.458,0.015,0.548
1995,4,0.682,0.067,0.747,0.016,0.471,0.017,0.551
1995,5,0.268,0.068,0.744,0.019,0.487,0.017,0.551
1995,6,0.681,0.13,0.745,0.022,0.493,0.016,0.552
1995,7,0.769,0.07,0.688,0.025,0.495,0.015,0.553
1995,8,0.787,0.102,0.631,0.025,0.513,0.015,0.557
1995,9,0.529,0.059,0.597,0.029,0.514,0.015,0.559
1995,10,0.898,0.056,0.571,0.031,0.525,0.016,0.556
1995,11,0.711,0.087,0.571,0.028,0.538,0.016,0.551
1995,12,0.506,0.049,0.531,0.023,0.555,0.016,0.547
1996,1,0.305,0.045,0.509,0.023,0.568,0.016,0.548
1996,2,0.798,0.058,0.505,0.022,0.585,0.016,0.545
1996,3,0.246,0.092,0.485,0.019,0.597,0.016,0.55
1996,4,0.365,0.065,0.436,0.018,0.602,0.015,0.55
1996,5,0.265,0.045,0.415,0.018,0.613,0.016,0.555
1996,6,0.206,0.049,0.432,0.019,0.624,0.016,0.553
1996,7,0.5,0.056,0.455,0.019,0.633,0.016,0.554
1996,8,0.746,0.1,0.437,0.018,0.664,0.017,0.555
1996,9,0.283,0.07,0.47,0.015,0.66,0.018,0.556
1996,10,0.312,0.063,0.485,0.016,0.656,0.018,0.556
1996,11,0.467,0.063,0.485,0.016,0.656,0.018,0.564
1996,12,0.709,0.049,0.524,0.016,0.654,0.018,0.567
1997,1,0.58,0.052,0.497,0.016,0.657,0.019,0.571
1997,2,0.583,0.068,0.467,0.018,0.663,0.02,0.578
1997,3,0.644,0.042,0.494,0.017,0.667,0.02,0.585
1997,4,0.543,0.05,0.545,0.02,0.666,0.02,0.59
1997,5,0.262,0.075,0.572,0.022,0.663,0.021,0.596
1997,6,0.674,0.056,0.582,0.023,0.671,0.021,0.6
1997,7,0.182,0.084,0.6,0.025,0.661,0.022,0.61
1997,8,0.382,0.054,0.689,0.031,0.653,0.022,0.616
1997,9,0.614,0.054,0.694,0.034,0.657,0.023,0.628
1997,10,0.913,0.044,0.735,0.041,0.666,0.024,0.633
1997,11,0.801,0.099,0.794,0.039,0.67,0.024,0.641
1997,12,0.818,0.083,0.827,0.039,0.669,0.023,0.641
1998,1,0.8,0.087,0.895,0.039,0.665,0.023,0.647
1998,2,1.654,0.068,0.949,0.038,0.663,0.023,0.65
1998,3,0.696,0.064,0.95,0.036,0.663,0.022,0.651
1998,4,1.045,0.091,0.936,0.032,0.652,0.023,0.655
1998,5,0.961,0.068,0.899,0.034,0.644,0.024,0.66
1998,6,1.072,0.062,0.922,0.031,0.64,0.023,0.664
1998,7,0.999,0.088,0.939,0.033,0.648,0.023,0.668
1998,8,1.035,0.057,0.925,0.036,0.643,0.023,0.674
1998,9,0.618,0.045,0.885,0.039,0.655,0.024,0.682
1998,10,0.752,0.076,0.837,0.038,0.664,0.024,0.689
1998,11,0.359,0.078,0.787,0.036,0.675,0.024,0.697
1998,12,1.09,0.046,0.746,0.034,0.682,0.025,0.706
1999,1,1.002,0.122,0.705,0.034,0.687,0.025,0.71
1999,2,1.485,0.075,0.66,0.037,0.684,0.026,0.724
1999,3,0.221,0.08,0.665,0.038,0.691,0.026,0.729
1999,4,0.467,0.078,0.667,0.04,0.697,0.026,0.731
1999,5,0.361,0.057,0.684,0.037,0.71,0.026,0.729
1999,6,0.583,0.034,0.672,0.037,0.713,0.026,0.727
1999,7,0.501,0.108,0.621,0.034,0.727,0.027,0.724
1999,8,0.5,0.067,0.58,0.033,0.742,0.027,0.726
1999,9,0.675,0.034,0.636,0.032,0.756,0.028,0.727
1999,10,0.782,0.065,0.7,0.029,0.762,0.029,0.728
1999,11,0.557,0.055,0.716,0.03,0.773,0.028,0.732
1999,12,0.953,0.059,0.716,0.028,0.772,0.028,0.734
2000,1,0.382,0.065,0.718,0.023,0.786,0.027,0.736
2000,2,1.001,0.079,0.733,0.021,0.791,0.027,0.73
2000,3,0.892,0.078,0.72,0.022,0.797,0.027,0.735
2000,4,1.231,0.069,0.677,0.023,0.794,0.026,0.739
2000,5,0.551,0.072,0.649,0.025,0.795,0.026,0.745
2000,6,0.589,0.074,0.591,0.022,0.789,0.025,0.747
2000,7,0.514,0.077,0.624,0.019,0.799,0.024,0.748
2000,8,0.687,0.066,0.585,0.018,0.787,0.024,0.747
2000,9,0.522,0.054,0.588,0.017,0.788,0.024,0.753
2000,10,0.26,0.046,0.56,0.021,0.784,0.024,0.758
2000,11,0.221,0.067,0.594,0.023,0.782,0.024,0.763
2000,12,0.254,0.041,0.597,0.028,0.773,0.023,0.769
2001,1,0.776,0.081,0.621,0.029,0.768,0.022,0.773
2001,2,0.538,0.097,0.611,0.03,0.764,0.023,0.776
2001,3,0.926,0.063,0.623,0.033,0.768,0.023,0.783
2001,4,0.903,0.068,0.658,0.035,0.775,0.023,0.786
2001,5,0.955,0.076,0.743,0.035,0.78,0.023,0.787
2001,6,0.623,0.092,0.796,0.037,0.787,0.023,0.794
2001,7,0.8,0.077,0.852,0.039,0.787,0.022,0.795
2001,8,0.568,0.079,0.932,0.037,0.783,0.022,0.798
2001,9,0.674,0.069,0.977,0.036,0.797,0.023,0.803
2001,10,0.678,0.052,0.976,0.035,0.805,0.023,0.81
2001,11,1.239,0.066,0.974,0.033,0.802,0.023,0.813
2001,12,0.889,0.049,0.973,0.028,0.8,0.024,0.819
2002,1,1.452,0.094,0.991,0.027,0.791,0.024,0.831
2002,2,1.5,0.063,1.003,0.023,0.788,0.023,0.835
2002,3,1.463,0.066,1.025,0.022,0.787,0.024,0.839
2002,4,0.89,0.075,1.033,0.018,0.79,0.023,0.847
2002,5,0.929,0.061,1.001,0.016,0.802,0.024,0.854
2002,6,0.615,0.069,0.964,0.014,0.797,0.023,0.856
2002,7,1.007,0.06,0.961,0.012,0.811,0.023,0.862
2002,8,0.711,0.067,0.912,0.016,0.806,0.022,0.867
2002,9,0.94,0.053,0.852,0.013,0.813,0.023,0.869
2002,10,0.776,0.07,0.847,0.013,0.813,0.023,0.871
2002,11,0.854,0.091,0.839,0.016,0.819,0.023,0.873
2002,12,0.451,0.061,0.833,0.02,0.826,0.023,0.874
2003,1,1.417,0.07,0.804,0.021,0.832,0.024,0.87
2003,2,0.909,0.062,0.813,0.024,0.831,0.024,0.86
2003,3,0.745,0.052,0.805,0.024,0.843,0.025,0.867
2003,4,0.831,0.062,0.841,0.023,0.863,0.025,0.866
2003,5,0.827,0.07,0.822,0.022,0.882,0.025,0.864
2003,6,0.549,0.06,0.912,0.023,0.899,0.026,0.861
2003,7,0.654,0.069,0.875,0.025,0.898,0.026,0.86
2003,8,0.814,0.089,0.907,0.027,0.909,0.027,0.855
2003,9,0.854,0.06,0.931,0.028,0.911,0.027,0.857
2003,10,1.198,0.037,0.94,0.031,0.908,0.027,0.861
2003,11,0.631,0.092,0.889,0.029,0.899,0.026,0.868
2003,12,1.529,0.045,0.879,0.034,0.906,0.026,0.865
2004,1,0.975,0.078,0.822,0.037,0.904,0.025,0.866
2004,2,1.295,0.077,0.782,0.036,0.912,0.025,0.862
2004,3,1.033,0.069,0.759,0.037,0.915,0.025,0.867
2004,4,0.932,0.083,0.74,0.036,0.923,0.025,0.871
2004,5,0.215,0.071,0.794,0.036,0.917,0.025,0.875
2004,6,0.439,0.083,0.72,0.037,0.926,0.026,0.877
2004,7,-0.04,0.1,0.742,0.036,0.935,0.026,0.881
2004,8,0.343,0.088,0.696,0.034,0.928,0.026,0.884
2004,9,0.575,0.077,0.714,0.035,0.922,0.026,0.888
2004,10,0.971,0.055,0.741,0.034,0.931,0.026,0.889
2004,11,1.272,0.074,0.799,0.033,0.936,0.026,0.893
2004,12,0.65,0.053,0.847,0.029,0.94,0.027,0.891
2005,1,1.23,0.096,0.921,0.028,0.939,0.027,0.897
2005,2,0.743,0.051,0.949,0.028,0.942,0.027,0.899
2005,3,1.253,0.075,1.002,0.028,0.942,0.027,0.903
2005,4,1.257,0.053,1.043,0.031,0.948,0.027,0.905
2005,5,0.908,0.077,1.052,0.034,0.951,0.027,0.909
2005,6,1.013,0.048,1.103,0.037,0.958,0.028,0.912
2005,7,0.854,0.064,1.059,0.037,0.94,0.028,0.915
2005,8,0.674,0.085,1.1,0.04,0.932,0.028,0.917
2005,9,1.208,0.059,1.08,0.04,0.946,0.028,0.92
2005,10,1.465,0.084,1.035,0.042,0.948,0.029,0.929
2005,11,1.384,0.113,0.997,0.043,0.947,0.03,0.939
2005,12,1.258,0.102,0.996,0.046,0.949,0.031,0.942
2006,1,0.71,0.073,0.98,0.041,0.952,0.031,0.942
2006,2,1.229,0.085,1.013,0.039,0.947,0.032,0.942
2006,3,1.013,0.068,0.985,0.04,0.945,0.032,0.941
2006,4,0.725,0.083,0.959,0.037,0.947,0.032,0.943
2006,5,0.445,0.085,0.917,0.035,0.956,0.033,0.94
2006,6,1.008,0.068,0.93,0.037,0.944,0.034,0.943
2006,7,0.664,0.097,1.039,0.036,0.946,0.033,0.946
2006,8,1.063,0.104,1.024,0.036,0.94,0.033,0.952
2006,9,0.873,0.062,1.03,0.034,0.936,0.033,0.953
2006,10,1.149,0.066,1.092,0.032,0.938,0.033,0.958
2006,11,0.889,0.07,1.156,0.032,0.948,0.033,0.954
2006,12,1.405,0.093,1.146,0.034,0.954,0.033,0.955
2007,1,2.023,0.066,1.166,0.031,0.971,0.033,0.948
2007,2,1.043,0.054,1.153,0.031,0.979,0.033,0.939
2007,3,1.095,0.076,1.157,0.03,0.989,0.033,0.932
2007,4,1.468,0.061,1.156,0.03,0.989,0.035,0.936
2007,5,1.206,0.074,1.169,0.028,0.984,0.035,0.939
2007,6,0.89,0.054,1.128,0.027,0.985,0.036,0.942
2007,7,0.904,0.065,0.985,0.026,0.984,0.036,0.94
2007,8,0.907,0.081,0.935,0.027,0.991,0.036,0.941
2007,9,0.925,0.046,0.975,0.027,0.994,0.036,0.941
2007,10,1.135,0.089,0.934,0.03,0.996,0.037,0.945
2007,11,1.039,0.078,0.893,0.032,1,0.037,0.947
2007,12,0.916,0.082,0.876,0.034,0.998,0.038,0.947
2008,1,0.312,0.069,0.87,0.035,0.998,0.038,0.944
2008,2,0.435,0.064,0.836,0.04,1.003,0.038,0.945
2008,3,1.581,0.064,0.824,0.042,0.997,0.039,0.946
2008,4,0.975,0.086,0.835,0.041,0.994,0.039,0.945
2008,5,0.712,0.077,0.848,0.045,0.995,0.039,0.946
2008,6,0.685,0.069,0.838,0.045,0.985,0.04,0.95
2008,7,0.83,0.089,0.906,0.046,0.986,0.04,0.95
2008,8,0.501,0.114,0.947,0.047,0.974,0.04,0.952
2008,9,0.78,0.067,0.882,0.048,0.97,0.04,0.954
2008,10,1.269,0.061,0.885,0.048,0.978,0.039,0.953
2008,11,1.193,0.055,0.896,0.048,0.981,0.039,0.959
2008,12,0.797,0.059,0.906,0.05,0.98,0.04,0.955
2009,1,1.126,0.06,0.917,0.053,0.988,0.04,0.957
2009,2,0.927,0.054,0.947,0.05,0.991,0.04,0.949
2009,3,0.804,0.068,0.978,0.051,0.992,0.041,0.949
2009,4,1.013,0.081,0.951,0.055,0.993,0.041,0.952
2009,5,0.844,0.071,0.936,0.058,0.99,0.041,0.96
2009,6,0.806,0.097,0.929,0.06,0.984,0.041,0.963
2009,7,0.961,0.127,0.93,0.057,0.96,0.042,0.968
2009,8,0.862,0.087,0.952,0.057,0.949,0.042,0.974
2009,9,1.149,0.066,1.004,0.058,0.943,0.041,0.978
2009,10,0.953,0.086,1.034,0.06,0.94,0.041,0.98
2009,11,1.012,0.069,1.057,0.061,0.941,0.04,0.975
2009,12,0.706,0.088,1.068,0.062,0.943,0.039,0.98
2010,1,1.138,0.047,1.059,0.057,0.941,0.039,0.981
2010,2,1.198,0.047,1.065,0.055,0.94,0.039,0.987
2010,3,1.426,0.067,1.043,0.06,0.941,0.039,0.988
2010,4,1.374,0.081,1.07,0.058,0.942,0.039,0.986
2010,5,1.118,0.08,1.106,0.055,0.943,0.04,0.987
2010,6,0.937,0.082,1.103,0.056,0.935,0.04,0.987
2010,7,0.851,0.056,1.069,0.057,0.949,0.041,0.986
2010,8,0.936,0.076,1.014,0.054,0.958,0.041,0.989
2010,9,0.888,0.11,0.96,0.053,0.947,0.04,0.986
2010,10,1.275,0.081,0.942,0.049,0.942,0.039,0.987
2010,11,1.443,0.068,0.904,0.046,0.945,0.038,0.987
2010,12,0.669,0.103,0.903,0.045,0.952,0.038,0.993
2011,1,0.734,0.062,0.931,0.043,0.949,0.037,1
2011,2,0.53,0.091,0.956,0.043,0.956,0.036,1.008
2011,3,0.786,0.057,0.956,0.04,0.962,0.035,1.018
2011,4,1.16,0.05,0.951,0.04,0.959,0.035,1.027
2011,5,0.653,0.077,0.893,0.039,0.962,0.036,1.034
2011,6,0.926,0.079,0.924,0.038,0.967,0.036,1.033
2011,7,1.186,0.063,0.911,0.041,0.968,0.036,1.036
2011,8,1.241,0.093,0.9,0.041,0.957,0.036,1.039
2011,9,0.889,0.068,0.893,0.039,0.961,0.035,1.041
2011,10,1.21,0.064,0.906,0.04,0.966,0.034,1.04
2011,11,0.752,0.074,0.957,0.038,0.972,0.034,1.042
2011,12,1.04,0.089,0.964,0.034,0.972,0.033,1.042
2012,1,0.58,0.097,0.929,0.039,0.965,0.033,1.038
2012,2,0.395,0.08,0.898,0.042,0.969,0.032,1.044
2012,3,0.695,0.073,0.905,0.043,0.967,0.032,1.05
2012,4,1.325,0.062,0.905,0.042,0.971,0.032,1.049
2012,5,1.258,0.092,0.931,0.043,0.966,0.031,1.049
2012,6,1.012,0.089,0.881,0.04,0.975,0.031,1.049
2012,7,0.766,0.096,0.927,0.039,0.978,0.032,1.049
2012,8,0.87,0.064,0.976,0.036,0.982,0.032,1.051
2012,9,0.972,0.042,0.994,0.033,0.982,0.032,1.051
2012,10,1.211,0.069,0.943,0.029,0.976,0.031,1.053
2012,11,1.064,0.075,0.911,0.022,0.974,0.03,1.054
2012,12,0.447,0.082,0.918,0.019,0.976,0.03,1.059
2013,1,1.13,0.054,0.909,0.02,0.974,0.03,1.066
2013,2,0.981,0.062,0.916,0.021,0.974,0.029,1.071
2013,3,0.909,0.061,0.93,0.025,0.975,0.029,1.07
2013,4,0.709,0.048,0.918,0.025,0.981,0.029,1.073
2013,5,0.876,0.078,0.942,0.025,0.98,0.029,1.076
2013,6,1.092,0.065,0.996,0.024,1,0.029,1.079
2013,7,0.67,0.057,1,0.025,1.015,0.03,1.081
2013,8,0.948,0.066,0.944,0.023,1.042,0.03,1.085
2013,9,1.143,0.076,0.955,0.024,1.066,0.029,1.086
2013,10,1.069,0.048,1.002,0.026,1.077,0.029,1.087
2013,11,1.353,0.084,1.03,0.025,1.087,0.028,1.084
2013,12,1.089,0.071,1.008,0.032,1.087,0.029,1.088
2014,1,1.179,0.071,0.999,0.032,1.083,0.029,1.091
2014,2,0.305,0.048,1.008,0.033,1.086,0.028,1.093
2014,3,1.05,0.077,1.002,0.038,1.091,0.027,1.102
2014,4,1.265,0.082,1.01,0.036,1.088,0.028,1.106
2014,5,1.212,0.086,0.955,0.035,1.094,0.027,1.107
2014,6,0.831,0.097,0.97,0.036,1.099,0.027,1.109
2014,7,0.557,0.08,0.982,0.037,1.116,0.027,1.111
2014,8,1.062,0.06,1.077,0.037,1.138,0.028,1.113
2014,9,1.064,0.056,1.109,0.036,1.158,0.029,1.113
2014,10,1.174,0.057,1.087,0.032,1.157,0.028,1.118
2014,11,0.687,0.049,1.07,0.032,1.158,0.028,1.12
2014,12,1.266,0.065,1.088,0.033,1.154,0.029,1.129
2015,1,1.326,0.11,1.103,0.032,1.158,0.028,1.136
2015,2,1.448,0.073,1.093,0.035,1.161,0.028,1.144
2015,3,1.43,0.042,1.084,0.035,1.161,0.028,1.147
2015,4,0.999,0.068,1.118,0.035,1.164,0.028,1.149
2015,5,1.015,0.05,1.176,0.036,1.164,0.029,1.151
2015,6,1.046,0.079,1.227,0.037,1.182,0.029,1.153
2015,7,0.74,0.076,1.254,0.036,1.183,0.029,1.155
2015,8,0.94,0.08,1.315,0.035,1.185,0.029,1.157
2015,9,0.948,0.056,1.378,0.036,1.193,0.029,1.161
2015,10,1.589,0.075,1.446,0.037,1.203,0.029,1.161
