Year,Month,Monthly Anomaly,Monthly Unc.,Annual Anomaly,Annual Unc.,Five-year Anomaly,Five-year Unc.,Ten-year Anomaly
1915,8,-0.158,0.364,-0.049,0.171,-0.279,0.146,-0.331
1915,9,-0.294,0.29,-0.072,0.172,-0.274,0.146,-0.331
1915,10,-0.288,0.221,-0.125,0.175,-0.28,0.146,-0.331
1915,11,0.107,0.257,-0.167,0.177,-0.284,0.147,-0.329
1915,12,-0.033,0.284,-0.199,0.175,-0.285,0.148,-0.329
1916,1,0.019,0.243,-0.229,0.172,-0.288,0.148,-0.318
1916,2,-0.18,0.292,-0.244,0.17,-0.294,0.149,-0.312
1916,3,-0.417,0.285,-0.253,0.166,-0.292,0.148,-0.307
1916,4,-0.228,0.303,-0.248,0.16,-0.286,0.146,-0.305
1916,5,-0.351,0.341,-0.297,0.152,-0.292,0.145,-0.301
1916,6,-0.58,0.286,-0.399,0.151,-0.313,0.144,-0.298
1916,7,-0.335,0.336,-0.438,0.158,-0.333,0.144,-0.295
1916,8,-0.331,0.345,-0.493,0.16,-0.34,0.142,-0.295
1916,9,-0.408,0.278,-0.527,0.152,-0.344,0.141,-0.293
1916,10,-0.225,0.23,-0.547,0.15,-0.337,0.14,-0.293
1916,11,-0.478,0.218,-0.593,0.153,-0.343,0.142,-0.294
1916,12,-1.261,0.246,-0.597,0.155,-0.348,0.142,-0.292
1917,1,-0.442,0.343,-0.581,0.159,-0.348,0.142,-0.294
1917,2,-0.847,0.32,-0.589,0.159,-0.347,0.141,-0.302
1917,3,-0.828,0.215,-0.589,0.156,-0.347,0.141,-0.295
1917,4,-0.467,0.28,-0.628,0.158,-0.348,0.14,-0.294
1917,5,-0.893,0.351,-0.61,0.16,-0.353,0.141,-0.296
1917,6,-0.628,0.307,-0.615,0.159,-0.36,0.142,-0.297
1917,7,-0.145,0.345,-0.632,0.153,-0.35,0.141,-0.293
1917,8,-0.436,0.358,-0.62,0.15,-0.36,0.14,-0.29
1917,9,-0.398,0.277,-0.588,0.156,-0.358,0.139,-0.286
1917,10,-0.7,0.213,-0.603,0.16,-0.365,0.139,-0.28
1917,11,-0.256,0.236,-0.597,0.161,-0.371,0.139,-0.276
1917,12,-1.325,0.231,-0.59,0.162,-0.374,0.137,-0.271
1918,1,-0.649,0.286,-0.609,0.163,-0.376,0.138,-0.267
1918,2,-0.699,0.274,-0.613,0.165,-0.378,0.137,-0.266
1918,3,-0.44,0.247,-0.599,0.166,-0.378,0.136,-0.263
1918,4,-0.648,0.308,-0.527,0.161,-0.377,0.136,-0.265
1918,5,-0.82,0.35,-0.537,0.16,-0.388,0.136,-0.265
1918,6,-0.543,0.311,-0.492,0.161,-0.404,0.136,-0.263
1918,7,-0.378,0.339,-0.47,0.156,-0.398,0.137,-0.265
1918,8,-0.484,0.355,-0.44,0.15,-0.396,0.136,-0.266
1918,9,-0.233,0.29,-0.448,0.148,-0.393,0.135,-0.266
1918,10,0.164,0.235,-0.379,0.145,-0.389,0.133,-0.262
1918,11,-0.379,0.218,-0.339,0.147,-0.385,0.132,-0.26
1918,12,-0.774,0.229,-0.314,0.146,-0.376,0.131,-0.262
1919,1,-0.387,0.218,-0.29,0.151,-0.369,0.131,-0.271
1919,2,-0.342,0.272,-0.259,0.154,-0.37,0.13,-0.274
1919,3,-0.539,0.247,-0.252,0.151,-0.368,0.129,-0.271
1919,4,0.18,0.301,-0.258,0.152,-0.364,0.13,-0.272
1919,5,-0.34,0.359,-0.275,0.159,-0.36,0.131,-0.274
1919,6,-0.243,0.288,-0.243,0.163,-0.338,0.13,-0.276
1919,7,-0.082,0.346,-0.188,0.167,-0.338,0.129,-0.276
1919,8,-0.121,0.356,-0.197,0.167,-0.337,0.128,-0.277
1919,9,-0.147,0.263,-0.156,0.166,-0.326,0.129,-0.278
1919,10,0.097,0.219,-0.17,0.165,-0.317,0.129,-0.28
1919,11,-0.581,0.269,-0.158,0.161,-0.306,0.127,-0.275
1919,12,-0.391,0.266,-0.169,0.156,-0.299,0.126,-0.276
1920,1,0.277,0.265,-0.173,0.156,-0.298,0.126,-0.277
1920,2,-0.462,0.303,-0.183,0.155,-0.297,0.125,-0.282
1920,3,-0.037,0.23,-0.199,0.155,-0.297,0.125,-0.283
1920,4,0.007,0.321,-0.226,0.156,-0.289,0.125,-0.286
1920,5,-0.193,0.339,-0.223,0.156,-0.286,0.127,-0.29
1920,6,-0.382,0.254,-0.271,0.153,-0.263,0.127,-0.292
1920,7,-0.121,0.341,-0.261,0.157,-0.253,0.126,-0.295
1920,8,-0.248,0.338,-0.227,0.154,-0.252,0.125,-0.295
1920,9,-0.334,0.268,-0.244,0.152,-0.252,0.124,-0.294
1920,10,-0.23,0.223,-0.244,0.148,-0.251,0.124,-0.293
1920,11,-0.542,0.252,-0.238,0.144,-0.245,0.123,-0.292
1920,12,-0.972,0.23,-0.209,0.145,-0.24,0.121,-0.285
1921,1,0.394,0.298,-0.195,0.14,-0.241,0.122,-0.278
1921,2,-0.052,0.242,-0.206,0.136,-0.239,0.122,-0.273
1921,3,-0.237,0.222,-0.199,0.135,-0.239,0.121,-0.265
1921,4,0.005,0.266,-0.178,0.134,-0.238,0.121,-0.265
1921,5,-0.117,0.303,-0.153,0.127,-0.228,0.122,-0.266
1921,6,-0.033,0.283,-0.068,0.125,-0.21,0.122,-0.263
1921,7,0.045,0.317,-0.138,0.123,-0.209,0.124,-0.262
1921,8,-0.382,0.34,-0.202,0.121,-0.208,0.126,-0.26
1921,9,-0.248,0.256,-0.194,0.12,-0.198,0.127,-0.257
1921,10,0.019,0.228,-0.188,0.12,-0.207,0.126,-0.253
1921,11,-0.24,0.207,-0.2,0.119,-0.205,0.124,-0.248
1921,12,0.046,0.23,-0.211,0.117,-0.204,0.123,-0.241
1922,1,-0.444,0.273,-0.226,0.118,-0.204,0.123,-0.239
1922,2,-0.817,0.253,-0.226,0.121,-0.207,0.123,-0.235
1922,3,-0.141,0.199,-0.237,0.122,-0.208,0.122,-0.233
1922,4,0.074,0.274,-0.256,0.126,-0.211,0.123,-0.232
1922,5,-0.26,0.301,-0.241,0.131,-0.197,0.123,-0.227
1922,6,-0.166,0.252,-0.241,0.14,-0.193,0.123,-0.224
1922,7,-0.134,0.328,-0.21,0.132,-0.203,0.123,-0.223
1922,8,-0.378,0.357,-0.196,0.136,-0.204,0.121,-0.222
1922,9,-0.386,0.268,-0.22,0.137,-0.208,0.12,-0.218
1922,10,-0.212,0.239,-0.273,0.143,-0.207,0.12,-0.207
1922,11,-0.055,0.238,-0.291,0.146,-0.209,0.119,-0.203
1922,12,0.04,0.26,-0.298,0.145,-0.21,0.119,-0.196
1923,1,-0.072,0.217,-0.322,0.148,-0.214,0.119,-0.188
1923,2,-0.641,0.272,-0.319,0.149,-0.212,0.119,-0.181
1923,3,-0.436,0.247,-0.309,0.146,-0.21,0.118,-0.181
1923,4,-0.559,0.298,-0.273,0.141,-0.208,0.118,-0.176
1923,5,-0.48,0.321,-0.247,0.142,-0.195,0.117,-0.171
1923,6,-0.243,0.239,-0.228,0.142,-0.167,0.116,-0.171
1923,7,-0.428,0.342,-0.245,0.15,-0.159,0.116,-0.169
1923,8,-0.343,0.355,-0.218,0.155,-0.15,0.116,-0.166
1923,9,-0.267,0.256,-0.178,0.16,-0.138,0.116,-0.166
1923,10,0.221,0.21,-0.162,0.154,-0.141,0.116,-0.166
1923,11,0.264,0.246,-0.137,0.154,-0.146,0.117,-0.161
1923,12,0.263,0.255,-0.133,0.155,-0.15,0.117,-0.153
1924,1,-0.279,0.281,-0.106,0.154,-0.155,0.118,-0.155
1924,2,-0.307,0.335,-0.102,0.15,-0.15,0.119,-0.162
1924,3,0.036,0.252,-0.098,0.155,-0.147,0.118,-0.159
1924,4,-0.368,0.259,-0.123,0.16,-0.143,0.119,-0.163
1924,5,-0.182,0.312,-0.121,0.161,-0.137,0.12,-0.165
1924,6,-0.193,0.241,-0.157,0.163,-0.143,0.12,-0.168
1924,7,-0.103,0.329,-0.16,0.157,-0.141,0.119,-0.171
1924,8,-0.298,0.338,-0.179,0.142,-0.132,0.12,-0.173
1924,9,-0.211,0.264,-0.202,0.136,-0.141,0.12,-0.174
1924,10,-0.084,0.223,-0.165,0.136,-0.147,0.12,-0.174
1924,11,0.286,0.256,-0.178,0.134,-0.147,0.12,-0.169
1924,12,-0.166,0.287,-0.199,0.136,-0.149,0.121,-0.176
1925,1,-0.317,0.257,-0.22,0.136,-0.148,0.122,-0.181
1925,2,-0.529,0.213,-0.208,0.137,-0.146,0.122,-0.178
1925,3,-0.243,0.233,-0.205,0.133,-0.139,0.122,-0.176
1925,4,0.073,0.266,-0.207,0.13,-0.125,0.121,-0.179
1925,5,-0.335,0.301,-0.212,0.126,-0.121,0.12,-0.18
1925,6,-0.443,0.262,-0.139,0.122,-0.13,0.119,-0.179
1925,7,-0.352,0.332,-0.041,0.126,-0.123,0.119,-0.177
1925,8,-0.162,0.344,0.043,0.131,-0.11,0.118,-0.176
1925,9,-0.171,0.253,0.103,0.13,-0.109,0.117,-0.175
1925,10,-0.11,0.203,0.085,0.132,-0.101,0.117,-0.174
1925,11,0.23,0.212,0.076,0.133,-0.097,0.116,-0.166
1925,12,0.712,0.218,0.088,0.135,-0.101,0.118,-0.157
1926,1,0.848,0.235,0.097,0.136,-0.096,0.118,-0.16
1926,2,0.48,0.246,0.104,0.138,-0.094,0.117,-0.164
1926,3,0.48,0.216,0.112,0.139,-0.092,0.118,-0.163
1926,4,-0.141,0.284,0.142,0.141,-0.093,0.118,-0.165
1926,5,-0.448,0.32,0.136,0.143,-0.095,0.117,-0.168
1926,6,-0.288,0.274,0.049,0.141,-0.096,0.116,-0.168
1926,7,-0.247,0.339,-0.048,0.137,-0.102,0.114,-0.167
1926,8,-0.078,0.357,-0.109,0.138,-0.115,0.112,-0.162
1926,9,-0.076,0.274,-0.207,0.139,-0.12,0.111,-0.159
1926,10,0.254,0.228,-0.221,0.138,-0.119,0.111,-0.154
1926,11,0.154,0.227,-0.202,0.136,-0.124,0.111,-0.151
1926,12,-0.335,0.209,-0.202,0.136,-0.132,0.112,-0.149
1927,1,-0.32,0.214,-0.191,0.135,-0.138,0.112,-0.137
1927,2,-0.253,0.263,-0.206,0.134,-0.138,0.112,-0.133
1927,3,-0.695,0.263,-0.193,0.138,-0.14,0.112,-0.135
1927,4,-0.3,0.275,-0.164,0.136,-0.137,0.111,-0.133
1927,5,-0.229,0.3,-0.162,0.131,-0.142,0.11,-0.132
1927,6,-0.288,0.282,-0.173,0.132,-0.159,0.109,-0.132
1927,7,-0.116,0.333,-0.117,0.129,-0.158,0.11,-0.132
1927,8,-0.256,0.348,-0.087,0.126,-0.152,0.11,-0.13
1927,9,0.088,0.276,-0.058,0.119,-0.145,0.109,-0.126
1927,10,0.594,0.209,-0.044,0.122,-0.151,0.108,-0.121
1927,11,0.184,0.206,-0.045,0.124,-0.151,0.109,-0.123
1927,12,-0.465,0.21,-0.059,0.125,-0.147,0.109,-0.125
1928,1,0.348,0.202,-0.06,0.125,-0.141,0.109,-0.128
1928,2,0.112,0.242,-0.059,0.124,-0.139,0.108,-0.128
1928,3,-0.356,0.201,-0.077,0.122,-0.141,0.109,-0.129
1928,4,-0.131,0.291,-0.113,0.122,-0.14,0.109,-0.126
1928,5,-0.235,0.311,-0.114,0.126,-0.138,0.11,-0.125
1928,6,-0.457,0.277,-0.06,0.125,-0.148,0.111,-0.127
1928,7,-0.125,0.332,-0.142,0.128,-0.162,0.11,-0.125
1928,8,-0.242,0.342,-0.244,0.127,-0.179,0.109,-0.123
1928,9,-0.136,0.267,-0.235,0.13,-0.189,0.109,-0.123
1928,10,0.162,0.213,-0.25,0.128,-0.19,0.109,-0.126
1928,11,0.177,0.249,-0.273,0.128,-0.19,0.109,-0.13
1928,12,0.174,0.222,-0.288,0.127,-0.185,0.108,-0.137
1929,1,-0.63,0.224,-0.318,0.126,-0.178,0.108,-0.137
1929,2,-1.111,0.235,-0.323,0.126,-0.174,0.107,-0.131
1929,3,-0.254,0.204,-0.339,0.125,-0.171,0.108,-0.136
1929,4,-0.312,0.273,-0.342,0.126,-0.164,0.108,-0.136
1929,5,-0.502,0.316,-0.359,0.129,-0.165,0.106,-0.134
1929,6,-0.636,0.275,-0.47,0.131,-0.154,0.106,-0.134
1929,7,-0.491,0.329,-0.443,0.132,-0.134,0.106,-0.133
1929,8,-0.297,0.34,-0.363,0.13,-0.134,0.105,-0.132
1929,9,-0.337,0.256,-0.328,0.129,-0.13,0.104,-0.134
1929,10,0.132,0.204,-0.323,0.127,-0.119,0.104,-0.132
1929,11,-0.023,0.214,-0.31,0.126,-0.118,0.105,-0.133
1929,12,-1.164,0.228,-0.276,0.125,-0.116,0.105,-0.129
1930,1,-0.302,0.225,-0.234,0.125,-0.115,0.105,-0.131
1930,2,-0.148,0.231,-0.212,0.123,-0.114,0.104,-0.12
1930,3,0.164,0.196,-0.209,0.123,-0.113,0.104,-0.118
1930,4,-0.25,0.26,-0.225,0.123,-0.116,0.103,-0.124
1930,5,-0.356,0.309,-0.19,0.126,-0.124,0.103,-0.126
1930,6,-0.227,0.271,-0.085,0.129,-0.12,0.102,-0.124
1930,7,0.016,0.337,-0.057,0.129,-0.134,0.102,-0.122
1930,8,-0.032,0.334,-0.091,0.131,-0.146,0.101,-0.122
1930,9,-0.299,0.264,-0.114,0.132,-0.149,0.102,-0.122
1930,10,-0.064,0.219,-0.113,0.134,-0.151,0.102,-0.12
1930,11,0.395,0.248,-0.118,0.131,-0.153,0.101,-0.128
1930,12,0.096,0.259,-0.099,0.131,-0.153,0.101,-0.136
1931,1,0.033,0.196,-0.087,0.129,-0.153,0.1,-0.147
1931,2,-0.547,0.226,-0.071,0.13,-0.152,0.1,-0.158
1931,3,-0.112,0.204,-0.034,0.132,-0.154,0.1,-0.165
1931,4,-0.243,0.274,0.024,0.131,-0.158,0.1,-0.166
1931,5,-0.419,0.298,-0.002,0.122,-0.166,0.1,-0.164
1931,6,0.004,0.264,0.016,0.115,-0.178,0.099,-0.163
1931,7,0.16,0.319,0.091,0.117,-0.172,0.099,-0.159
1931,8,0.164,0.337,0.113,0.119,-0.146,0.098,-0.159
1931,9,0.136,0.266,0.086,0.121,-0.152,0.097,-0.16
1931,10,0.635,0.208,0.137,0.118,-0.153,0.097,-0.161
1931,11,0.089,0.19,0.158,0.12,-0.143,0.096,-0.162
1931,12,0.313,0.198,0.142,0.121,-0.135,0.096,-0.157
1932,1,0.93,0.222,0.126,0.124,-0.128,0.096,-0.157
1932,2,-0.29,0.239,0.096,0.123,-0.126,0.096,-0.153
1932,3,-0.433,0.224,0.096,0.121,-0.127,0.096,-0.151
1932,4,0.372,0.26,0.074,0.117,-0.127,0.095,-0.151
1932,5,-0.168,0.318,0.044,0.117,-0.123,0.095,-0.149
1932,6,-0.185,0.277,0.001,0.12,-0.1,0.094,-0.146
1932,7,-0.036,0.34,-0.119,0.116,-0.104,0.093,-0.146
1932,8,-0.198,0.331,-0.147,0.117,-0.088,0.093,-0.143
1932,9,0.142,0.253,-0.153,0.117,-0.09,0.092,-0.142
1932,10,0.375,0.186,-0.208,0.119,-0.097,0.092,-0.143
1932,11,-0.277,0.205,-0.223,0.116,-0.1,0.092,-0.143
1932,12,-0.204,0.2,-0.244,0.114,-0.101,0.092,-0.141
1933,1,-0.508,0.205,-0.254,0.113,-0.103,0.092,-0.143
1933,2,-0.621,0.223,-0.25,0.114,-0.105,0.092,-0.142
1933,3,-0.511,0.217,-0.285,0.113,-0.103,0.092,-0.137
1933,4,-0.283,0.279,-0.322,0.114,-0.099,0.092,-0.132
1933,5,-0.355,0.296,-0.322,0.114,-0.117,0.091,-0.129
1933,6,-0.433,0.26,-0.353,0.112,-0.124,0.09,-0.127
1933,7,-0.156,0.333,-0.33,0.114,-0.133,0.089,-0.126
1933,8,-0.145,0.332,-0.243,0.111,-0.137,0.088,-0.123
1933,9,-0.286,0.26,-0.251,0.11,-0.141,0.088,-0.12
1933,10,-0.069,0.227,-0.261,0.108,-0.142,0.087,-0.117
1933,11,-0.278,0.185,-0.223,0.106,-0.138,0.087,-0.116
1933,12,-0.572,0.186,-0.199,0.107,-0.141,0.087,-0.119
1934,1,-0.229,0.229,-0.191,0.106,-0.141,0.087,-0.111
1934,2,0.421,0.232,-0.193,0.106,-0.145,0.087,-0.102
1934,3,-0.606,0.212,-0.202,0.106,-0.149,0.087,-0.104
1934,4,-0.404,0.263,-0.187,0.106,-0.158,0.087,-0.102
1934,5,0.093,0.289,-0.147,0.108,-0.158,0.087,-0.096
1934,6,-0.143,0.262,-0.079,0.109,-0.16,0.088,-0.091
1934,7,-0.054,0.33,-0.103,0.105,-0.18,0.087,-0.087
1934,8,-0.17,0.338,-0.07,0.106,-0.171,0.086,-0.084
1934,9,-0.393,0.253,-0.02,0.103,-0.173,0.085,-0.083
1934,10,0.11,0.223,-0.042,0.103,-0.183,0.084,-0.085
1934,11,0.203,0.204,-0.093,0.105,-0.181,0.084,-0.084
1934,12,0.242,0.206,-0.104,0.107,-0.177,0.084,-0.064
1935,1,-0.52,0.198,-0.108,0.107,-0.177,0.083,-0.065
1935,2,0.814,0.2,-0.107,0.107,-0.172,0.084,-0.062
1935,3,-0.006,0.195,-0.088,0.107,-0.17,0.084,-0.064
1935,4,-0.659,0.251,-0.083,0.106,-0.17,0.085,-0.059
1935,5,-0.527,0.301,-0.161,0.108,-0.162,0.085,-0.057
1935,6,-0.268,0.272,-0.207,0.108,-0.163,0.085,-0.055
1935,7,-0.1,0.347,-0.203,0.111,-0.151,0.085,-0.053
1935,8,-0.163,0.34,-0.337,0.109,-0.139,0.084,-0.053
1935,9,-0.162,0.251,-0.368,0.11,-0.125,0.083,-0.049
1935,10,0.169,0.207,-0.337,0.11,-0.112,0.082,-0.047
1935,11,-0.73,0.219,-0.308,0.11,-0.105,0.082,-0.051
1935,12,-0.312,0.225,-0.303,0.11,-0.102,0.082,-0.049
1936,1,-0.471,0.197,-0.277,0.107,-0.098,0.082,-0.049
1936,2,-0.798,0.194,-0.271,0.107,-0.095,0.082,-0.041
1936,3,-0.379,0.191,-0.269,0.108,-0.086,0.083,-0.042
1936,4,-0.291,0.254,-0.27,0.11,-0.077,0.083,-0.039
1936,5,-0.168,0.318,-0.207,0.108,-0.066,0.083,-0.034
1936,6,-0.208,0.265,-0.165,0.109,-0.059,0.083,-0.034
1936,7,0.208,0.324,-0.145,0.111,-0.051,0.082,-0.033
1936,8,-0.09,0.333,-0.057,0.11,-0.058,0.082,-0.033
1936,9,-0.137,0.26,-0.07,0.108,-0.056,0.081,-0.037
1936,10,0.149,0.217,-0.069,0.107,-0.05,0.081,-0.039
1936,11,0.035,0.192,-0.056,0.108,-0.049,0.08,-0.042
1936,12,0.189,0.222,-0.035,0.108,-0.047,0.08,-0.044
1937,1,-0.238,0.2,-0.054,0.109,-0.046,0.08,-0.049
1937,2,0.257,0.192,-0.04,0.112,-0.043,0.08,-0.05
1937,3,-0.535,0.225,-0.008,0.112,-0.039,0.08,-0.047
1937,4,-0.275,0.251,0.013,0.112,-0.042,0.08,-0.05
1937,5,-0.006,0.302,0.024,0.112,-0.045,0.079,-0.049
1937,6,0.043,0.273,-0.012,0.11,-0.029,0.079,-0.047
1937,7,-0.027,0.325,0.025,0.107,-0.026,0.08,-0.049
1937,8,0.076,0.347,0.014,0.109,-0.037,0.079,-0.048
1937,9,0.248,0.262,0.082,0.11,-0.037,0.079,-0.049
1937,10,0.402,0.212,0.147,0.11,-0.021,0.079,-0.05
1937,11,0.171,0.207,0.154,0.109,-0.013,0.078,-0.045
1937,12,-0.249,0.195,0.131,0.107,-0.008,0.078,-0.042
1938,1,0.208,0.177,0.138,0.107,-0.003,0.077,-0.04
1938,2,0.13,0.218,0.135,0.105,-0.001,0.076,-0.033
1938,3,0.282,0.206,0.138,0.107,0.004,0.076,-0.031
1938,4,0.502,0.254,0.144,0.106,0.004,0.076,-0.026
1938,5,0.076,0.296,0.161,0.106,0.015,0.076,-0.023
1938,6,-0.237,0.254,0.166,0.106,0.027,0.076,-0.022
1938,7,0.059,0.327,0.171,0.104,0.036,0.076,-0.021
1938,8,0.046,0.339,0.158,0.103,0.055,0.076,-0.021
1938,9,0.284,0.269,0.099,0.102,0.058,0.075,-0.019
1938,10,0.477,0.203,0.052,0.101,0.065,0.075,-0.013
1938,11,0.374,0.212,0.056,0.099,0.069,0.075,-0.01
1938,12,-0.192,0.194,0.076,0.1,0.074,0.075,-0.001
1939,1,0.269,0.178,0.072,0.099,0.075,0.074,0.008
1939,2,-0.022,0.194,0.069,0.098,0.078,0.074,0.007
1939,3,-0.436,0.195,0.031,0.097,0.075,0.074,0.013
1939,4,-0.062,0.256,-0.014,0.096,0.08,0.073,0.017
1939,5,0.128,0.278,-0.043,0.095,0.075,0.073,0.016
1939,6,0.001,0.264,0.075,0.095,0.072,0.072,0.017
1939,7,0.012,0.319,0.023,0.097,0.082,0.072,0.018
1939,8,0.016,0.338,0.035,0.098,0.071,0.072,0.02
1939,9,-0.17,0.262,0.072,0.1,0.078,0.072,0.026
1939,10,-0.066,0.2,0.103,0.1,0.083,0.071,0.029
1939,11,0.017,0.194,0.086,0.101,0.082,0.071,0.027
1939,12,1.23,0.198,0.089,0.099,0.082,0.07,0.023
1940,1,-0.349,0.196,0.106,0.098,0.079,0.069,0.026
1940,2,0.115,0.211,0.099,0.096,0.076,0.069,0.014
1940,3,0.003,0.221,0.126,0.095,0.072,0.069,0.012
1940,4,0.318,0.247,0.147,0.095,0.071,0.069,0.02
1940,5,-0.077,0.287,0.138,0.096,0.072,0.068,0.022
1940,6,0.042,0.249,0.07,0.098,0.079,0.068,0.022
1940,7,0.212,0.317,0.104,0.096,0.071,0.069,0.021
1940,8,-0.065,0.332,0.122,0.094,0.073,0.068,0.026
1940,9,0.154,0.258,0.107,0.093,0.064,0.068,0.028
1940,10,0.176,0.206,0.092,0.095,0.06,0.068,0.029
1940,11,-0.082,0.201,0.105,0.096,0.06,0.068,0.034
1940,12,0.409,0.211,0.108,0.096,0.057,0.068,0.032
1941,1,0.058,0.178,0.114,0.095,0.057,0.068,0.039
1941,2,0.339,0.192,0.128,0.095,0.054,0.068,0.047
1941,3,-0.187,0.197,0.089,0.095,0.048,0.067,0.049
1941,4,0.14,0.25,0.108,0.094,0.051,0.067,0.055
1941,5,0.087,0.285,0.096,0.095,0.046,0.066,0.056
1941,6,0.078,0.25,0.059,0.091,0.058,0.066,0.055
1941,7,0.276,0.31,0.089,0.092,0.067,0.066,0.054
1941,8,0.105,0.331,0.026,0.094,0.073,0.066,0.054
1941,9,-0.317,0.25,0.033,0.095,0.082,0.066,0.054
1941,10,0.403,0.189,0.023,0.093,0.084,0.066,0.053
1941,11,-0.22,0.197,0.01,0.093,0.081,0.066,0.053
1941,12,-0.037,0.201,0.005,0.093,0.08,0.066,0.047
1942,1,0.416,0.182,-0.033,0.094,0.081,0.066,0.049
1942,2,-0.42,0.22,-0.054,0.093,0.083,0.066,0.047
1942,3,-0.101,0.221,-0.026,0.094,0.091,0.065,0.055
1942,4,0.024,0.247,-0.032,0.095,0.1,0.065,0.059
1942,5,-0.074,0.282,0.006,0.095,0.099,0.066,0.059
1942,6,0.022,0.245,0.026,0.097,0.074,0.065,0.058
1942,7,-0.181,0.312,-0.033,0.096,0.077,0.065,0.057
1942,8,-0.144,0.328,0.022,0.096,0.065,0.064,0.056
1942,9,0.012,0.251,0.009,0.094,0.062,0.064,0.054
1942,10,0.337,0.199,0.028,0.095,0.061,0.064,0.057
1942,11,0.228,0.194,0.041,0.096,0.057,0.064,0.058
1942,12,0.208,0.208,0.007,0.097,0.053,0.065,0.06
1943,1,-0.295,0.188,0.026,0.098,0.046,0.065,0.064
1943,2,0.25,0.209,0.026,0.099,0.053,0.065,0.062
1943,3,-0.264,0.199,0.022,0.099,0.052,0.065,0.056
1943,4,0.258,0.251,0.045,0.098,0.054,0.065,0.052
1943,5,0.082,0.287,0.033,0.098,0.053,0.065,0.053
1943,6,-0.387,0.251,0.059,0.096,0.037,0.065,0.056
1943,7,0.045,0.319,0.155,0.094,0.042,0.064,0.055
1943,8,-0.143,0.327,0.157,0.093,0.039,0.065,0.055
1943,9,-0.046,0.244,0.191,0.093,0.04,0.065,0.052
1943,10,0.614,0.194,0.172,0.091,0.044,0.065,0.051
1943,11,0.087,0.201,0.163,0.09,0.042,0.065,0.048
1943,12,0.527,0.182,0.189,0.09,0.037,0.065,0.048
1944,1,0.848,0.174,0.191,0.088,0.032,0.066,0.051
1944,2,0.285,0.202,0.213,0.087,0.029,0.066,0.046
1944,3,0.139,0.18,0.243,0.087,0.033,0.066,0.047
1944,4,0.035,0.232,0.235,0.088,0.026,0.066,0.047
1944,5,-0.032,0.273,0.221,0.089,0.032,0.066,0.045
1944,6,-0.069,0.24,0.155,0.089,0.023,0.066,0.042
1944,7,0.066,0.304,0.072,0.088,0.016,0.065,0.041
1944,8,0.121,0.319,-0.004,0.088,0.023,0.064,0.04
1944,9,0.315,0.236,-0.032,0.089,0.031,0.063,0.039
1944,10,0.508,0.193,-0.012,0.09,0.035,0.064,0.042
1944,11,-0.078,0.193,-0.035,0.091,0.036,0.064,0.042
1944,12,-0.263,0.183,-0.047,0.092,0.034,0.064,0.03
1945,1,-0.146,0.172,-0.069,0.094,0.036,0.064,0.027
1945,2,-0.625,0.201,-0.049,0.095,0.037,0.064,0.022
1945,3,-0.198,0.214,-0.069,0.094,0.037,0.064,0.02
1945,4,0.274,0.241,-0.087,0.094,0.044,0.064,0.015
1945,5,-0.307,0.277,-0.088,0.093,0.044,0.063,0.015
1945,6,-0.218,0.25,-0.112,0.093,0.04,0.063,0.013
1945,7,-0.196,0.32,-0.074,0.093,0.057,0.062,0.009
1945,8,0.368,0.325,-0.006,0.094,0.051,0.062,0.006
1945,9,0.074,0.239,-0.003,0.094,0.048,0.062,0.003
1945,10,0.284,0.192,0.01,0.095,0.045,0.061,0.001
1945,11,-0.089,0.201,0.033,0.095,0.046,0.061,-0.004
1945,12,-0.553,0.185,0.03,0.094,0.054,0.061,-0.009
1946,1,0.319,0.171,0.046,0.093,0.054,0.061,-0.014
1946,2,0.183,0.192,0.007,0.095,0.055,0.061,-0.024
1946,3,-0.161,0.227,-0.005,0.097,0.056,0.061,-0.025
1946,4,0.432,0.244,-0.028,0.097,0.051,0.061,-0.026
1946,5,-0.033,0.274,-0.013,0.096,0.05,0.061,-0.026
1946,6,-0.245,0.243,-0.011,0.094,0.038,0.061,-0.03
1946,7,-0.008,0.306,-0.042,0.092,0.034,0.06,-0.033
1946,8,-0.102,0.332,-0.056,0.09,0.02,0.06,-0.033
1946,9,-0.065,0.244,-0.01,0.089,0.012,0.06,-0.029
1946,10,0.002,0.184,-0.022,0.087,0.01,0.06,-0.029
1946,11,0.091,0.183,-0.024,0.087,0.01,0.06,-0.026
1946,12,-0.528,0.176,-0.012,0.087,0.005,0.06,-0.02
1947,1,-0.054,0.164,-0.016,0.087,0,0.061,-0.021
1947,2,0.012,0.193,-0.015,0.085,-0.003,0.061,-0.016
1947,3,0.397,0.187,-0.006,0.085,-0.012,0.061,-0.019
1947,4,0.287,0.238,0.055,0.085,-0.016,0.061,-0.018
1947,5,-0.059,0.274,0.07,0.084,-0.015,0.061,-0.018
1947,6,-0.104,0.25,0.11,0.084,-0.015,0.06,-0.019
1947,7,-0.054,0.305,0.172,0.084,-0.023,0.06,-0.016
1947,8,-0.087,0.315,0.165,0.085,-0.022,0.06,-0.014
1947,9,0.041,0.241,0.093,0.084,-0.021,0.06,-0.013
1947,10,0.73,0.193,0.077,0.084,-0.03,0.06,-0.017
1947,11,0.275,0.182,0.093,0.085,-0.027,0.059,-0.025
